author,text_source,a.m,abhorred,abjure,absorbing,afraid,age,ago,agreed,aldershot,alike,alive,allowed,anoying,answer,apologising,appreciated,apron,arisen,army,arranged,arrived,artistic,ate,avarice,bachelor,bad,baffled,bag,bags,bear,beer,belief,belong,bethnal,bishopsgate,bit,black,bloodthirsty,bloody,blotting,body,bold,born,boss,bottle,brave,break,brothers,brush,buckled,burn,called,calvinists,can’t,canvas,canvases,capsules,cardiff,careful,carnarvonshire,carrying,catch,caught,chance,christian,christian's,christians,clause,clever,clip,coat,codding,collier,colour,commercial,common,concludes,confess,continue,contrary,control,conveyed,coroner,court,cousin,covered,covering,cruelty,curse,custom,cut,d'être,dark,darkest,darks,davies,davis,dawn,day,days,deal,dear,dearest,death,deceased,decline,demon,desire,despised,die,died,diet,directly,disagreeable,disastrous,disease,dispute,doctor,don’t,dont,double,downfall,drank,drink,drunk,dry,drying,duty,ear,ears,egg,eggs,embarrass,employed,employers,england,evening,event,experience,explosion,express,extreme,eyes,falls,father's,favour,fear,feeling,feelings,female,fierce,fifty,finish,fire,fish,fit,fits,fix,flemming,fond,foot,force,forcing,fortnight,found,france,frank,friday,fried,friend,friendly,friendship,fulness,funny,future,gained,games,gas,gauger,gay,gentleman,george,ginger,giving,glete,glue,gospel,grand,grays,green,grey,ground,guided,ha,habit,habits,half,hands,head,hear,hearing,heart,hearted,heavy,held,hell,henry,highway,hold,home,honour,hope,horrible,hour,hours,house,husband's,idea,identify,ignorant,imagined,impression,improving,incarnate,inconveniences,indefinite,individual,induces,infirmary,inflicting,ink,inn,ironworks,irving,jack,jacky's,jeanette,job,john,joke,jolly,joseph,joy,keeping,kelly,kidne,kill,knif,knife's,laborer,labour,lady,ladys,laid,lane,laughed,lawfully,lay,leah,leather,left,letter,life,limerick,limited,line,lines,linseed,lit,live,lived,living,lodging,lodgings,london,lose,loss,love,loving,luck,lusk,m.e,maiden,man's,manifests,marie,market,married,martyr,mason's,materials,meant,millers,mind,minutes,mishter,mistake,model,moment,monday,months,morganstone,morning,move,moving,murders,mutilate,nature,needless,nice,night,nise,note,o’clock,obedient,objected,occasions,october,officers,oil,omitted,outrage,outsider,p.s,pain,paint,paper,parents,passion,past,pay,pennington,percep,perfectly,permitting,person,picked,piece,plasterer,pm,police,porter,portia,portpool,positive,post,praises,prasarved,pray,preparations,prepared,presence,presently,prompting,proper,proportions,prostitute,ps,public,quantity,quickly,quit,raison,ratcliffe,raw,read,real,realise,reason,red,reduce,regularly,rejoice,religion,religious,remain,remarks,remove,reply,reside,respect,returned,revolting,ripper,ripping,road,roche,round,roused,rowed,safe,saturday,saucy,save,saved,scene,seldom,sell,send,sentence,sentiment,separated,sept,series,servant,session,shakespeare,shakespeare's,shant,sharp,shock,shocked,shortly,shylock,sign,signed,simply,singular,sir,sister,sister's,size,sleep,slight,sober,sor,soul,spirit,spitalfields,spoke,spoken,squeal,squealed,start,stating,station,stay,stepney,stopped,stove,straight,street,strike,strikes,strong,stronger,stuff,suddenly,suffered,suggestion,sunday,superb,supposing,supreme,surely,sword,sympathies,sympathy,takes,talk,tendency,terms,thick,thinking,thousand,threatened,throbs,thursday,tight,till,time,times,tip,tiresome,told,tomorrow,tones,tother,touches,town,track,trade,traveller,treat,trial,triumph,trouble,troubles,TRUE,trust,tuesday,turps,ugly,unable,understood,varnish,vendors,victim,visit,wales,wash,wasnt,wate,wealth,weary,wednesday,west,whil,whilst,white,whores,wine,wishing,woman,won’t,wondered,wont,wood,words,worse,wriggled,write,wrong
Carl Feigenbaum,FeigenbaumQuote,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
Jack the Ripper,RipperLetter1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0,0,1,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0.75,0,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0.25,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0.25,0,0,0,0,0.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0.25,0
Jack the Ripper,RipperLetter2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack the Ripper,RipperLetter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
Joe Barnett,BarnettTestimony,0,0,0,0,0.083333333,0.166666667,0.166666667,0.083333333,0,0,0.083333333,0,0,0,0,0,0,0,0.083333333,0.083333333,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0.083333333,0.083333333,0,0,0,0,0,0.083333333,0,0.083333333,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0.25,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0.166666667,0.083333333,0,0,0,0,0,0,0.083333333,0.083333333,0.083333333,0,0,0,0,0,0,0,0,0,0,0.166666667,0.083333333,0,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0.083333333,0.083333333,0,0,0,0.083333333,0,0,0,0,0,0,0,0.083333333,0,0,0.083333333,0.083333333,0,0.083333333,0,0.083333333,0,0.083333333,0,0,0.083333333,0,0,0,0,0.083333333,0,0,0,0.166666667,0.083333333,0,0,0,0.083333333,0.083333333,0.166666667,0,0,0,0,0.083333333,0,0,0,0,0,0,0.083333333,0.083333333,0.083333333,0.083333333,0.166666667,0,0,0,0,0,0,0.083333333,0.083333333,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0.083333333,0.083333333,0,0.083333333,0,0,0,0.083333333,0,0.166666667,0.083333333,0,0.083333333,0,0,0,0,0,0,0,0.083333333,0,0.083333333,0,0,0.083333333,0.083333333,0,0,0,0.083333333,0,0.083333333,0,0,0.083333333,0,0,0.333333333,0,0,0,0,0.083333333,0,0,0,0,0.083333333,0,0.083333333,0,0,0,0.5,0,0.083333333,0.083333333,0,0,0,0,0,0.083333333,0.833333333,0.083333333,0.083333333,0.083333333,0.25,0,0,0,0,0,0,0,0.083333333,0,0,0.083333333,0.166666667,0.333333333,0,0.083333333,0.083333333,0,0.083333333,0,0,0,0,0,0,0,0.25,0.166666667,0,0,0,0.083333333,0,0,0,0,0.166666667,0,0,0,0,0.083333333,0.083333333,0.166666667,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0.083333333,0,0,0,0.083333333,0.083333333,0,0.083333333,0.083333333,0,0.083333333,0,0.083333333,0.083333333,0,0,0,0,0,0,0.083333333,0,0.083333333,0,0,0.083333333,0,0,0,0.083333333,0,0,0.083333333,0,0.083333333,0,0,0.083333333,0,0,0,0,0,0,0.083333333,0,0,0,0.083333333,0,0.083333333,0,0,0,0.083333333,0,0,0,0.083333333,0,0.083333333,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0.083333333,0.083333333,0,0,0,0.166666667,0,0,0,0.083333333,0.083333333,0,0,0,0,0,0,0.083333333,0.083333333,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0.166666667,0,0.083333333,0.166666667,0.083333333,0,0,1,0,0,0,0,0.083333333,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0.166666667,0,0,0,0,0,0,0.083333333,0,0.083333333,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0
